Last Name,First Name,Country,Date of birth,Date of birth.1,Date of birth.2,Course type,location,Gender,Swim,distance(m),25m,50m,100m
"ZHANG, Qibin",,CHN,,,1994,long,2018 Youth Olympic Games,,Butterfly,100,,24.53,52.84
"SANKOVICH, Pavel",,BLR,,,1990,long,2018 Youth Olympic Games,,Butterfly,100,,24.47,53
"SUBIRATS, Albert",,VEN,,,1986,long,2018 Youth Olympic Games,,Butterfly,100,,24.6,53.23
"TSURKIN, Yauhen",,BLR,,,1990,long,2018 Youth Olympic Games,,Butterfly,100,,24.44,53.24
"PINI, Ryan",,PNG,,,1981,long,2018 Youth Olympic Games,,Butterfly,100,,24.59,53.24
"GUTIERREZ, Longyuan M",,MEX,,,1995,long,2018 Youth Olympic Games,,Butterfly,100,,24.62,53.34
"KORZENIOWSKI, Pawel",,POL,,,1985,long,2018 Youth Olympic Games,,Butterfly,100,,25,53.71
"MACEDO, Marcos",,BRA,,,1990,long,2018 Youth Olympic Games,,Butterfly,100,,24.57,53.87
"SUTANTO, Glenn V",,INA,,,1989,long,2018 Youth Olympic Games,,Butterfly,100,,25.41,54.25
"QALI, Abbas",,IOP,,,1992,long,2018 Youth Olympic Games,,Butterfly,100,,25.33,54.63
"RALEFY, Anthonny Sitraka",,MAD,,,1995,long,2018 Youth Olympic Games,,Butterfly,100,,24.94,54.72
"GOVEIA, Ralph Wesley",,ZAM,,,1996,long,2018 Youth Olympic Games,,Butterfly,100,,25.22,54.84
"GUTIERREZ, Allan",,HON,,,1993,long,2018 Youth Olympic Games,,Butterfly,100,,25.35,55.2
"ANIS, Rami",,ROT,,,1991,long,2018 Youth Olympic Games,,Butterfly,100,,25.94,56.23
"TOURE, Oumar",,MLI,,,1996,long,2018 Youth Olympic Games,,Butterfly,100,,26.09,57.56
"GASKIN, Hannibal",,GUY,,,1997,long,2018 Youth Olympic Games,,Butterfly,100,,27.02,58.57
"THINT, Myat",,MYA,,,2002,long,2018 Youth Olympic Games,,Butterfly,100,,29.22,01:02.5
"SJOESTROEM, Sarah",,SWE,,,1993,long,2018 Youth Olympic Games,,Butterfly,100,,26.01,55.48
"OLEKSIAK, Penelope",,CAN,,,2000,long,2018 Youth Olympic Games,,Butterfly,100,,26.37,56.46
"VOLLMER, Dana",,USA,,,1987,long,2018 Youth Olympic Games,,Butterfly,100,,26.45,56.63
"LU, Ying",,CHN,,,1989,long,2018 Youth Olympic Games,,Butterfly,100,,26.53,56.76
"IKEE, Rikako",,JPN,,,2000,long,2018 Youth Olympic Games,,Butterfly,100,,26.81,56.86
"MCKEON, Emma",,AUS,,,1994,long,2018 Youth Olympic Games,,Butterfly,100,,26.76,57.05
"OTTESEN, Jeanette",,DEN,,,1987,long,2018 Youth Olympic Games,,Butterfly,100,,26.02,57.17
"CHEN, Xinyi",,CHN,,,1998,long,2018 Youth Olympic Games,,Butterfly,100,,26.98,56.72
"SJOESTROEM, Sarah",,SWE,,,1993,long,2018 Youth Olympic Games,,Butterfly,100,,26.34,55.84
"MCKEON, Emma",,AUS,,,1994,long,2018 Youth Olympic Games,,Butterfly,100,,26.27,56.81
"IKEE, Rikako",,JPN,,,2000,long,2018 Youth Olympic Games,,Butterfly,100,,27.14,57.05
"VOLLMER, Dana",,USA,,,1987,long,2018 Youth Olympic Games,,Butterfly,100,,26.1,57.06
"OLEKSIAK, Penelope",,CAN,,,2000,long,2018 Youth Olympic Games,,Butterfly,100,,26.83,57.1
"LU, Ying",,CHN,,,1989,long,2018 Youth Olympic Games,,Butterfly,100,,26.73,57.15
"OTTESEN, Jeanette",,DEN,,,1987,long,2018 Youth Olympic Games,,Butterfly,100,,26.73,57.47
"WORRELL, Kelsi E",,USA,,,1994,long,2018 Youth Olympic Games,,Butterfly,100,,26.83,57.54
"AN, Sehyeon",,KOR,,,1995,long,2018 Youth Olympic Games,,Butterfly,100,,27.44,57.95
"HOSHI, Natsumi",,JPN,,,1990,long,2018 Youth Olympic Games,,Butterfly,100,,27.89,58.03
"OSMAN, Farida H",,EGY,,,1995,long,2018 Youth Olympic Games,,Butterfly,100,,27.51,58.26
"SZILAGYI, Liliana",,HUN,,,1996,long,2018 Youth Olympic Games,,Butterfly,100,,26.74,58.31
"MARCAL DIAS, Daiene",,BRA,,,1989,long,2018 Youth Olympic Games,,Butterfly,100,,27.53,58.52
"BUYS, Kimberly",,BEL,,,1989,long,2018 Youth Olympic Games,,Butterfly,100,,26.75,58.63
"DE PAUL, Dayanara",,BRA,,,1989,long,2018 Youth Olympic Games,,Butterfly,100,,27.01,58.65
"CHEN, Xinyi",,CHN,,,1998,long,2018 Youth Olympic Games,,Butterfly,100,,26.93,57.51
"SJOESTROEM, Sarah",,SWE,,,1993,long,2018 Youth Olympic Games,,Butterfly,100,,26.33,56.26
"VOLLMER, Dana",,USA,,,1987,long,2018 Youth Olympic Games,,Butterfly,100,,26.26,56.56
"OLEKSIAK, Penelope",,CAN,,,2000,long,2018 Youth Olympic Games,,Butterfly,100,,26.6,56.73
"WORRELL, Kelsi E",,USA,,,1994,long,2018 Youth Olympic Games,,Butterfly,100,,26.72,56.97
"LU, Ying",,CHN,,,1989,long,2018 Youth Olympic Games,,Butterfly,100,,26.68,57.08
"OTTESEN, Jeanette",,DEN,,,1987,long,2018 Youth Olympic Games,,Butterfly,100,,26.55,57.15
"IKEE, Rikako",,JPN,,,2000,long,2018 Youth Olympic Games,,Butterfly,100,,26.45,57.27
"MCKEON, Emma",,AUS,,,1994,long,2018 Youth Olympic Games,,Butterfly,100,,26.85,57.33
"SZILAGYI, Liliana",,HUN,,,1996,long,2018 Youth Olympic Games,,Butterfly,100,,26.86,57.7
"AN, Sehyeon",,KOR,,,1995,long,2018 Youth Olympic Games,,Butterfly,100,,26.86,57.8
"OSMAN, Farida H",,EGY,,,1995,long,2018 Youth Olympic Games,,Butterfly,100,,27.05,57.83
"BUYS, Kimberly",,BEL,,,1989,long,2018 Youth Olympic Games,,Butterfly,100,,27.16,57.91
"DE PAUL, Dayanara",,BRA,,,1989,long,2018 Youth Olympic Games,,Butterfly,100,,26.84,57.92
"MARCAL DIAS, Daiene",,BRA,,,1989,long,2018 Youth Olympic Games,,Butterfly,100,,27.51,58.15
"HOSHI, Natsumi",,JPN,,,1990,long,2018 Youth Olympic Games,,Butterfly,100,,27.6,58.15
"GROVES, Madeline",,AUS,,,1995,long,2018 Youth Olympic Games,,Butterfly,100,,27.01,58.17
"THOMAS, Noemie",,CAN,,,1996,long,2018 Youth Olympic Games,,Butterfly,100,,26.67,58.27
"NTOUNTOUNAKI, Anna",,GRE,,,1995,long,2018 Youth Olympic Games,,Butterfly,100,,27.12,58.27
"CHIMROVA, Svetlana",,RUS,,,1996,long,2018 Youth Olympic Games,,Butterfly,100,,27.04,58.41
"BIANCHI, Ilaria",,ITA,,,1990,long,2018 Youth Olympic Games,,Butterfly,100,,27.32,58.48
"WENK, Alexandra",,GER,,,1995,long,2018 Youth Olympic Games,,Butterfly,100,,27.45,58.49
"VOURNA, Kristel",,GRE,,,1992,long,2018 Youth Olympic Games,,Butterfly,100,,27.57,58.89
"WATTEL, Marie",,FRA,,,1997,long,2018 Youth Olympic Games,,Butterfly,100,,27.26,58.9
"GASTALDELLO, Beryl",,FRA,,,1995,long,2018 Youth Olympic Games,,Butterfly,100,,27.21,58.93
"LOVTSOVA, Natalya",,RUS,,,1988,long,2018 Youth Olympic Games,,Butterfly,100,,27.26,59.19
"IVRI, Amit",,ISR,,,1989,long,2018 Youth Olympic Games,,Butterfly,100,,27.59,59.42
"SVECENA, Lucie",,CZE,,,1997,long,2018 Youth Olympic Games,,Butterfly,100,,27.29,59.45
"VILLARS, Danielle Carmen",,SUI,,,1993,long,2018 Youth Olympic Games,,Butterfly,100,,28.16,59.45
"LISTOPADOVA, Katarina",,SVK,,,1993,long,2018 Youth Olympic Games,,Butterfly,100,,27.78,59.57
"IGNACIO SORRIBES, Judit",,ESP,,,1994,long,2018 Youth Olympic Games,,Butterfly,100,,27.72,59.61
"HANSSON, Louise",,SWE,,,1996,long,2018 Youth Olympic Games,,Butterfly,100,,27.59,59.73
"GASSON, Helena D",,NZL,,,1994,long,2018 Youth Olympic Games,,Butterfly,100,,27.38,59.82
"STEPANYUK, Dar'ya",,UKR,,,1990,long,2018 Youth Olympic Games,,Butterfly,100,,27.75,01:00.8
"QUAH, Ting Wen",,SGP,,,1992,long,2018 Youth Olympic Games,,Butterfly,100,,28.19,01:00.9
"KAJTAZ, Amina",,BIH,,,1996,long,2018 Youth Olympic Games,,Butterfly,100,,28.48,01:01.7
"MEZA PERAZA, Marie Laura",,CRC,,,1990,long,2018 Youth Olympic Games,,Butterfly,100,,28.51,01:02.0
"NEOFYTOU, Sotiria",,CYP,,,1998,long,2018 Youth Olympic Games,,Butterfly,100,,29.21,01:02.9
"SONNENSCHEIN, Jannah",,MOZ,,,1996,long,2018 Youth Olympic Games,,Butterfly,100,,28.83,01:04.2
"TORREZ ZAMORA, Dalia Massiel",,NCA,,,1990,long,2018 Youth Olympic Games,,Butterfly,100,,30.68,01:05.8
"YUSRA, Mardini",,ROT,,,1998,long,2018 Youth Olympic Games,,Butterfly,100,,31.68,01:09.2
"CHEREBIN, Oreoluwa",,GRN,,,1997,long,2018 Youth Olympic Games,,Butterfly,100,,32.16,01:10.4
"BA MATRAF, Nooran",,YEM,,,1999,long,2018 Youth Olympic Games,,Butterfly,100,,33.23,01:11.2
"UMURUNGI, Johanna",,RWA,,,1996,long,2018 Youth Olympic Games,,Butterfly,100,,32.77,01:11.9
"ARAKJI, Nada Mohammed W S",,QAT,,,1994,long,2018 Youth Olympic Games,,Butterfly,100,,35.02,01:18.9
"CHEN, Xinyi",,CHN,,,1998,long,2018 Youth Olympic Games,,Butterfly,100,,26.97,57.17
"EGOROVA, Polina",,RUS,,,2000,long,Championnat de Ligue Hiver,,Butterfly,100,,27.96,59.22
"KOEHLER, Angelina",,GER,,,2000,long,Championnat de Ligue Hiver,,Butterfly,100,,27.65,59.44
"SHKURDAI, Anastasiya",,BLR,,,2003,long,Championnat de Ligue Hiver,,Butterfly,100,,27.45,59.76
"LIN, Xintong",,CHN,,,2000,long,Championnat de Ligue Hiver,,Butterfly,100,,27.53,01:00.4
"JUNEVIK, Sara",,SWE,,,2000,long,Championnat de Ligue Hiver,,Butterfly,100,,27.98,01:00.4
"GUEVARA HERNANDEZ, Miriam Carolina",,MEX,,,2000,long,Championnat de Ligue Hiver,,Butterfly,100,,28.36,01:00.9
"KAN, Cheuk Tung Natalie",,HKG,,,2002,long,Championnat de Ligue Hiver,,Butterfly,100,,28.25,01:01.2
"OZKAN, Aleyna",,TUR,,,2002,long,Championnat de Ligue Hiver,,Butterfly,100,,28.45,01:01.5
"SHKURDAI, Anastasiya",,BLR,,,2003,long,Championnat de Ligue Hiver,,Butterfly,100,,27.57,59.72
"KOEHLER, Angelina",,GER,,,2000,long,Championnat de Ligue Hiver,,Butterfly,100,,27.81,59.78
"EGOROVA, Polina",,RUS,,,2000,long,Championnat de Ligue Hiver,,Butterfly,100,,28.15,01:00.1
"LIN, Xintong",,CHN,,,2000,long,Championnat de Ligue Hiver,,Butterfly,100,,27.92,01:00.2
"GUEVARA HERNANDEZ, Miriam Carolina",,MEX,,,2000,long,Championnat de Ligue Hiver,,Butterfly,100,,28.37,01:00.4
"OZKAN, Aleyna",,TUR,,,2002,long,Championnat de Ligue Hiver,,Butterfly,100,,28.23,01:00.8
"JUNEVIK, Sara",,SWE,,,2000,long,Championnat de Ligue Hiver,,Butterfly,100,,28.05,01:00.8
"KAN, Cheuk Tung Natalie",,HKG,,,2002,long,Championnat de Ligue Hiver,,Butterfly,100,,28.89,01:01.0
"STADNIK, Yuliua",,UKR,,,2000,long,Championnat de Ligue Hiver,,Butterfly,100,,28.32,01:01.2
"RYAN, Michaela",,AUS,,,2002,long,Championnat de Ligue Hiver,,Butterfly,100,,28.22,01:01.2
"COETZEE, Dune",,RSA,,,2002,long,Championnat de Ligue Hiver,,Butterfly,100,,28.37,01:01.3
"PESSANHA, Maria Luiza",,BRA,,,2000,long,Championnat de Ligue Hiver,,Butterfly,100,,29.11,01:01.5
"BAROCSAI, Petra",,HUN,,,2001,long,Championnat de Ligue Hiver,,Butterfly,100,,28.79,01:01.9
"PADRON SALAZAR, Maria Beatriz",,CRC,,,2003,long,Championnat de Ligue Hiver,,Butterfly,100,,29.44,01:02.0
"LAHTINEN, Laura",,FIN,,,2003,long,Championnat de Ligue Hiver,,Butterfly,100,,28.41,01:02.0
"STEMBEROVA, Kristyna",,CZE,,,2000,long,Championnat de Ligue Hiver,,Butterfly,100,,28.64,01:02.3
"KOEHLER, Angelina",,GER,,,2000,long,Championnat de Ligue Hiver,,Butterfly,100,,28.15,59.99
"EGOROVA, Polina",,RUS,,,2000,long,Championnat de Ligue Hiver,,Butterfly,100,,28.1,01:00.2
"SHKURDAI, Anastasiya",,BLR,,,2003,long,Championnat de Ligue Hiver,,Butterfly,100,,27.9,01:00.5
"STADNIK, Yuliua",,UKR,,,2000,long,Championnat de Ligue Hiver,,Butterfly,100,,28.36,01:01.0
"KAN, Cheuk Tung Natalie",,HKG,,,2002,long,Championnat de Ligue Hiver,,Butterfly,100,,28.7,01:01.1
"LIN, Xintong",,CHN,,,2000,long,Championnat de Ligue Hiver,,Butterfly,100,,28.1,01:01.2
"RYAN, Michaela",,AUS,,,2002,long,Championnat de Ligue Hiver,,Butterfly,100,,28.54,01:01.3
"OZKAN, Aleyna",,TUR,,,2002,long,Championnat de Ligue Hiver,,Butterfly,100,,28.54,01:01.4
"JUNEVIK, Sara",,SWE,,,2000,long,Championnat de Ligue Hiver,,Butterfly,100,,28.12,01:01.5
"GUEVARA HERNANDEZ, Miriam Carolina",,MEX,,,2000,long,Championnat de Ligue Hiver,,Butterfly,100,,28.47,01:01.5
"BAROCSAI, Petra",,HUN,,,2001,long,Championnat de Ligue Hiver,,Butterfly,100,,29.48,01:01.8
"COETZEE, Dune",,RSA,,,2002,long,Championnat de Ligue Hiver,,Butterfly,100,,29.36,01:01.9
"PADRON SALAZAR, Maria Beatriz",,CRC,,,2003,long,Championnat de Ligue Hiver,,Butterfly,100,,28.78,01:02.1
"PESSANHA, Maria Luiza",,BRA,,,2000,long,Championnat de Ligue Hiver,,Butterfly,100,,28.62,01:02.1
"LAHTINEN, Laura",,FIN,,,2003,long,Championnat de Ligue Hiver,,Butterfly,100,,29.03,01:02.2
"STEMBEROVA, Kristyna",,CZE,,,2000,long,Championnat de Ligue Hiver,,Butterfly,100,,28.89,01:02.2
"LYON, Lismar",,VEN,,,2000,long,Championnat de Ligue Hiver,,Butterfly,100,,28.2,01:02.3
"BERECZ, Blanka",,HUN,,,2002,long,Championnat de Ligue Hiver,,Butterfly,100,,29.28,01:02.4
"BECERRA, Valentina",,COL,,,2001,long,Championnat de Ligue Hiver,,Butterfly,100,,28.72,01:02.5
"POLONSKY, Lea",,ISR,,,2002,long,Championnat de Ligue Hiver,,Butterfly,100,,29.25,01:02.6
"MROZINSKI, Julia",,GER,,,2000,long,Championnat de Ligue Hiver,,Butterfly,100,,28.32,01:02.6
"GALLOWAY, Gina M",,NZL,,,2001,long,Championnat de Ligue Hiver,,Butterfly,100,,29.49,01:02.9
"LARASATI, Adinda",,INA,,,2000,long,Championnat de Ligue Hiver,,Butterfly,100,,29.36,01:03.0
"CHEN, Yu-Rong",,TPE,,,2000,long,Championnat de Ligue Hiver,,Butterfly,100,,29.08,01:03.2
"MARIN, Ines",,CHI,,,2001,long,Championnat de Ligue Hiver,,Butterfly,100,,29.57,01:03.4
"DELGADO, Anicka R",,ECU,,,2002,long,Championnat de Ligue Hiver,,Butterfly,100,,29.44,01:03.5
"SCHEGOLEVA, Alexandra",,CYP,,,2001,long,Championnat de Ligue Hiver,,Butterfly,100,,28.68,01:03.6
"POTOCKA, Tamara",,SVK,,,2002,long,Championnat de Ligue Hiver,,Butterfly,100,,30.16,01:04.8
"HEFEL, Theresa",,LIE,,,2001,long,Championnat de Ligue Hiver,,Butterfly,100,,29.8,01:06.8
"MERKEL, Luc",,FRA,,,2005,long,European Championships2021,,Butterfly,100,,26.73,57.48
"RAMAUX, Lucas",,FRA,,,2004,long,European Championships2021,,Butterfly,100,,27.52,58.19
"DERANGERE, Neo",,FRA,,,2005,long,European Championships2021,,Butterfly,100,,27.07,58.38
"MUSITELLI, Enzo",,FRA,,,2003,long,European Championships2021,,Butterfly,100,,27.72,59.08
"MAZE, Arthur",,FRA,,,2004,long,European Championships2021,,Butterfly,100,,28.53,01:00.6
"QUERLIN-ORILLARD, Tristan",,FRA,,,2006,long,European Championships2021,,Butterfly,100,,28.15,01:00.6
"ESCARAVAGE, Quentin",,FRA,,,2003,long,European Championships2021,,Butterfly,100,,28.99,01:01.2
"GILLET, Dorian",,FRA,,,2005,long,European Championships2021,,Butterfly,100,,29.11,01:01.5
"ROBIN, Mateo",,FRA,,,2005,long,European Championships2021,,Butterfly,100,,29.11,01:02.2
"CUENIN, Lucas",,FRA,,,2004,long,European Championships2021,,Butterfly,100,,28.43,01:02.4
"FERRETTE-PEYRONNET, Nathan",,FRA,,,2006,long,European Championships2021,,Butterfly,100,,29.21,01:02.5
"METEYER, Clovis",,FRA,,,2005,long,European Championships2021,,Butterfly,100,,28.51,01:02.5
"BOVAY, Theo",,FRA,,,2005,long,European Championships2021,,Butterfly,100,,29.44,01:03.8
"ANDREOLI, Luca",,FRA,,,2005,long,European Championships2021,,Butterfly,100,,29.82,01:04.0
"ANTOINE, Oscar",,FRA,,,2004,long,European Championships2021,,Butterfly,100,,29.59,01:04.5
"ROLET, Adan",,FRA,,,2006,long,European Championships2021,,Butterfly,100,,30.37,01:05.6
"BOUCHY, Noa",,FRA,,,2007,long,European Championships2021,,Butterfly,100,,31.46,01:05.7
"DALLOZ, Gabin",,FRA,,,2007,long,European Championships2021,,Butterfly,100,,31.58,01:09.4
"PERRIOT-COMTE, Nathan",,FRA,,,2008,long,European Championships2021,,Butterfly,100,,31.99,01:10.1
"NACHON, Felicien",,FRA,,,2007,long,European Championships2021,,Butterfly,100,,32.76,01:11.0
"WENGER, Lucas",,FRA,,,2007,long,European Championships2021,,Butterfly,100,,31.62,01:11.4
"TRIMAILLE, Constant",,FRA,,,2008,long,European Championships2021,,Butterfly,100,,32,01:12.2
"RABIAN--MACHIN, Swan",,FRA,,,2007,long,European Championships2021,,Butterfly,100,,32.25,01:13.1
"IRIMIE, Darius",,ROU,,,2008,long,European Championships2021,,Butterfly,100,,34.15,01:15.8
"MERKEL, Luc",,FRA,,,2005,long,European Championships2021,,Butterfly,100,,27.03,57.45
"MUSITELLI, Enzo",,FRA,,,2003,long,European Championships2021,,Butterfly,100,,27.78,58.35
"DERANGERE, Neo",,FRA,,,2005,long,European Championships2021,,Butterfly,100,,27.13,58.48
"RAMAUX, Lucas",,FRA,,,2004,long,European Championships2021,,Butterfly,100,,27.04,58.54
"ESCARAVAGE, Quentin",,FRA,,,2003,long,European Championships2021,,Butterfly,100,,28.35,01:01.0
"QUERLIN-ORILLARD, Tristan",,FRA,,,2006,long,European Championships2021,,Butterfly,100,,28.52,01:01.1
"GILLET, Dorian",,FRA,,,2005,long,European Championships2021,,Butterfly,100,,29.12,01:02.0
"MAZE, Arthur",,FRA,,,2004,long,European Championships2021,,Butterfly,100,,28.77,01:02.5
"ROBIN, Mateo",,FRA,,,2005,long,European Championships2021,,Butterfly,100,,29.29,01:03.1
"FADDA SAUVAGEOT, Romeo-Cesar",,FRA,,,2007,long,European Championships2021,,Butterfly,100,,29.74,01:03.2
"FERRETTE-PEYRONNET, Nathan",,FRA,,,2006,long,European Championships2021,,Butterfly,100,,28.35,01:03.3
"CUENIN, Lucas",,FRA,,,2004,long,European Championships2021,,Butterfly,100,,29.1,01:03.4
"ANTOINE, Oscar",,FRA,,,2004,long,European Championships2021,,Butterfly,100,,29.84,01:03.5
"BOVAY, Theo",,FRA,,,2005,long,European Championships2021,,Butterfly,100,,28.96,01:03.6
"METEYER, Clovis",,FRA,,,2005,long,European Championships2021,,Butterfly,100,,29.1,01:04.2
"ANDREOLI, Luca",,FRA,,,2005,long,European Championships2021,,Butterfly,100,,29.89,01:04.9
"ROLET, Adan",,FRA,,,2006,long,European Championships2021,,Butterfly,100,,29.76,01:04.9
"PETITE, Yanis",,FRA,,,2004,long,European Championships2021,,Butterfly,100,,29.93,01:05.3
"PUYRAIMOND, Natan",,FRA,,,2006,long,European Championships2021,,Butterfly,100,,29.72,01:05.5
"RAVINET, Yann",,FRA,,,2004,long,European Championships2021,,Butterfly,100,,30.6,01:05.6
"MOLLET, Maxime",,FRA,,,2003,long,European Championships2021,,Butterfly,100,,31.6,01:05.6
"ARNOULD, Mathis",,FRA,,,2002,long,European Championships2021,,Butterfly,100,,30.02,01:05.6
"SERRANO, Arthur",,FRA,,,2000,long,European Championships2021,,Butterfly,100,,29.17,01:05.8
"BRANTUS, Hugo",,FRA,,,2006,long,European Championships2021,,Butterfly,100,,29.94,01:05.9
"GILBERT, Florian",,FRA,,,2004,long,European Championships2021,,Butterfly,100,,29.37,01:05.9
"FORTIER, Guillaume",,FRA,,,2002,long,European Championships2021,,Butterfly,100,,30.13,01:06.0
"BOUCHY, Noa",,FRA,,,2007,long,European Championships2021,,Butterfly,100,,31.61,01:06.1
"LAMBERT, Marius",,FRA,,,2004,long,European Championships2021,,Butterfly,100,,29.27,01:06.9
"LETHUMIER, Romain",,FRA,,,2001,long,European Championships2021,,Butterfly,100,,31.01,01:07.2
"FAUCOLNIER, Jules",,FRA,,,2005,long,European Championships2021,,Butterfly,100,,32.04,01:09.3
"CORDONNIER, Timothe",,FRA,,,2006,long,European Championships2021,,Butterfly,100,,31.2,01:09.6
"PERRIOT-COMTE, Nathan",,FRA,,,2008,long,European Championships2021,,Butterfly,100,,33.2,01:11.3
"WENGER, Lucas",,FRA,,,2007,long,European Championships2021,,Butterfly,100,,31.26,01:12.3
"TRIMAILLE, Constant",,FRA,,,2008,long,European Championships2021,,Butterfly,100,,31.74,01:12.7
"DALLOZ, Gabin",,FRA,,,2007,long,European Championships2021,,Butterfly,100,,32.93,01:13.4
"NACHON, Felicien",,FRA,,,2007,long,European Championships2021,,Butterfly,100,,32.91,01:13.4
"RABIAN--MACHIN, Swan",,FRA,,,2007,long,European Championships2021,,Butterfly,100,,33.55,01:14.2
"IRIMIE, Darius",,ROU,,,2008,long,European Championships2021,,Butterfly,100,,34.47,01:15.7
"PERRIER, Tom",,FRA,,,2008,long,European Championships2021,,Butterfly,100,,34.63,01:16.0
"BOURGEOIS, Paul-Frederic",,FRA,,,2008,long,European Championships2021,,Butterfly,100,,35.98,01:16.1
"HAMITI, Yova",,FRA,,,2007,long,European Championships2021,,Butterfly,100,,33.7,01:16.2
"GOUSSEAU, Quentin",,FRA,,,2007,long,European Championships2021,,Butterfly,100,,31.57,01:16.5
"GUILLAUME, Enzo",,FRA,,,2008,long,European Championships2021,,Butterfly,100,,34.23,01:18.1
"VRAC-CLERC, Thomas",,FRA,,,2008,long,European Championships2021,,Butterfly,100,,35.12,01:20.1
"GUERIN, Maxence",,FRA,,,2008,long,European Championships2021,,Butterfly,100,,35.56,01:22.0
"TCHERNENKO, Owen",,FRA,,,2008,long,European Championships2021,,Butterfly,100,,34.4,01:24.1
"GUILLET, Leni",,FRA,,,2009,long,European Championships2021,,Butterfly,100,,38.84,01:24.6
"SENTER, Esteban",,FRA,,,2008,long,European Championships2021,,Butterfly,100,,38.68,01:25.5
"FERCHICHI, Adem",,FRA,,,2009,long,European Championships2021,,Butterfly,100,,39.66,01:27.9
"GUENNOC-JUDAS, Ewen",,FRA,,,2009,long,European Championships2021,,Butterfly,100,,43.6,01:29.6
"LOPEZ, Noah",,FRA,,,2009,long,European Championships2021,,Butterfly,100,,47.96,01:43.4
"DUPUY-RONGERE, Pierre",,FRA,,,2009,long,European Championships2021,,Butterfly,100,,44.2,01:43.6
"CHANLON, Johan",,FRA,,,2009,long,European Championships2021,,Butterfly,100,,48.64,01:44.2
"BOURIEZ, Lucien",,FRA,,,2009,long,European Championships2021,,Butterfly,100,,47.2,01:45.4
"PACAUD, Pauline",,FRA,,,1993,long,European Championships2021,,Butterfly,100,,29.78,01:03.4
"BIGUENET, Pauline",,FRA,,,2002,long,European Championships2021,,Butterfly,100,,30.43,01:05.4
"PREDINE, Alix",,FRA,,,2006,long,European Championships2021,,Butterfly,100,,30.61,01:06.2
"NEMETH, Laura-Blanka",,HUN,,,2007,long,European Championships2021,,Butterfly,100,,32.62,01:08.7
"LABALME, Lou",,FRA,,,2007,long,European Championships2021,,Butterfly,100,,32.83,01:09.7
"MAREUGE, Juliette",,FRA,,,2004,long,European Championships2021,,Butterfly,100,,33.15,01:10.6
"FADDA SAUVAGEOT, Athena",,FRA,,,2005,long,European Championships2021,,Butterfly,100,,32.4,01:10.8
"MELIS, Daphnee",,FRA,,,2006,long,European Championships2021,,Butterfly,100,,33.08,01:11.4
"PACAUD, Oceane",,FRA,,,2002,long,European Championships2021,,Butterfly,100,,32.99,01:12.0
"PELOIS, Margaux",,FRA,,,2005,long,European Championships2021,,Butterfly,100,,33.81,01:13.3
"RAFFIER, Anais",,FRA,,,2005,long,European Championships2021,,Butterfly,100,,33.88,01:13.4
"MIR, Lucie",,FRA,,,2005,long,European Championships2021,,Butterfly,100,,34.42,01:14.1
"MICHAUD, Perline",,FRA,,,2005,long,European Championships2021,,Butterfly,100,,33.89,01:15.2
"BOUTTER, Noane",,FRA,,,2004,long,European Championships2021,,Butterfly,100,,34.63,01:15.6
"CARRE, Marine",,FRA,,,1990,long,European Championships2021,,Butterfly,100,,35.95,01:16.2
"PELLE, Amelis",,FRA,,,2008,long,European Championships2021,,Butterfly,100,,34.92,01:16.9
"WUNSCHEL, Romane",,FRA,,,2009,long,European Championships2021,,Butterfly,100,,35.62,01:17.1
"PAOLI, Elea",,FRA,,,2008,long,European Championships2021,,Butterfly,100,,37.86,01:18.3
"FORTIER, Berenice",,FRA,,,2009,long,European Championships2021,,Butterfly,100,,35.81,01:18.3
"MOULENDA-PERROY, Axelle",,FRA,,,2008,long,European Championships2021,,Butterfly,100,,35.59,01:19.2
"ALACAPUNAR, Selena",,FRA,,,2008,long,European Championships2021,,Butterfly,100,,36.27,01:19.3
"JEANNEROT, Julia",,FRA,,,2008,long,European Championships2021,,Butterfly,100,,37.72,01:20.1
"BULLIAT, Emeline",,FRA,,,2008,long,European Championships2021,,Butterfly,100,,39.23,01:24.9
"DURAND, Emma",,FRA,,,2008,long,European Championships2021,,Butterfly,100,,38.99,01:24.9
"PACAUD, Pauline",,FRA,,,1993,long,European Championships2021,,Butterfly,100,,30.74,01:04.6
"BIGUENET, Pauline",,FRA,,,2002,long,European Championships2021,,Butterfly,100,,30.15,01:05.4
"PREDINE, Alix",,FRA,,,2006,long,European Championships2021,,Butterfly,100,,31.07,01:06.6
"NEMETH, Laura-Blanka",,HUN,,,2007,long,European Championships2021,,Butterfly,100,,32.43,01:08.8
"MIR, Emilie",,FRA,,,2005,long,European Championships2021,,Butterfly,100,,31.91,01:09.1
"LABALME, Lou",,FRA,,,2007,long,European Championships2021,,Butterfly,100,,32.84,01:10.7
"MAREUGE, Juliette",,FRA,,,2004,long,European Championships2021,,Butterfly,100,,33.69,01:11.4
"MELIS, Daphnee",,FRA,,,2006,long,European Championships2021,,Butterfly,100,,33.29,01:11.7
"FADDA SAUVAGEOT, Athena",,FRA,,,2005,long,European Championships2021,,Butterfly,100,,33.12,01:11.7
"RABIA, Aya-Maria",,FRA,,,2006,long,European Championships2021,,Butterfly,100,,32.62,01:12.3
"PACAUD, Oceane",,FRA,,,2002,long,European Championships2021,,Butterfly,100,,32.85,01:13.0
